"","sensorId","cycle_id","cycle_step_id","resistancy_of_sensor","temperature","pressure","relative_humidity"
"1",1,"936","0",2129451.5,33.639259,1009.835083,42.955517
"2",1,"936","1",833876.25,32.839973,1009.826843,43.552319
"3",1,"936","2",113224.234375,33.098858,1009.782227,43.687553
"4",1,"936","3",80935.820312,33.709633,1009.830933,43.829624
"5",1,"936","4",68193.929688,33.815201,1009.820923,43.659348
"6",1,"936","5",60377.359375,33.89312,1009.857178,43.491898
"7",1,"936","6",34096.964844,34.038902,1009.816223,43.491459
"8",1,"936","7",55543.5,34.546631,1009.815063,43.273018
"9",1,"936","8",58474.1875,34.692413,1009.826538,42.900829
"10",1,"936","9",60164.511719,34.815575,1009.823669,42.50832
"11",1,"940","0",2170066.25,34.149498,1009.889954,42.397678
"12",1,"940","1",846805.875,33.340153,1009.870544,43.05307
"13",1,"940","2",114056.585938,33.601555,1009.815613,43.157761
"14",1,"940","3",81632.65625,34.204796,1009.864258,43.292179
"15",1,"940","4",68303.09375,34.307846,1009.874878,43.109749
"16",1,"940","5",60420.109375,34.388279,1009.881592,42.76656
"17",1,"940","6",34510.648438,34.539089,1009.827332,42.973495
"18",1,"940","7",56800.53125,35.03928,1009.837341,42.656998
"19",1,"940","8",59493.375,35.177525,1009.848389,42.375912
"20",1,"940","9",61068.703125,35.293144,1009.831299,42.025745
"21",1,"948","0",2190960.25,34.654713,1009.900452,41.86451
"22",1,"948","1",848384.4375,33.815201,1009.861389,42.521275
"23",1,"948","2",114669.65625,34.076607,1009.851562,42.631649
"24",1,"948","3",82182.984375,34.684872,1009.856384,42.790367
"25",1,"948","4",68357.8125,34.780388,1009.863037,42.601284
"26",1,"948","5",60505.789062,34.853279,1009.864258,42.421768
"27",1,"948","6",34735.414062,35.009117,1009.823242,42.422367
"28",1,"948","7",57257.882812,35.494228,1009.856995,42.219845
"29",1,"948","8",59911.070312,35.650066,1009.873596,41.874638
"30",1,"948","9",61025.03125,35.770718,1009.88739,41.549953
"31",1,"952","0",2239475,35.102119,1009.904907,41.373707
"32",1,"952","1",847857.5625,34.257576,1009.908569,42.083408
"33",1,"952","2",114515.765625,34.52401,1009.843201,42.17588
"34",1,"952","3",81867.601562,35.132278,1009.878357,42.321865
"35",1,"952","4",68030.828125,35.222767,1009.892578,42.162842
"36",1,"952","5",60037.523438,35.28812,1009.882996,41.903927
"37",1,"952","6",34905.917969,35.443958,1009.873413,41.95293
"38",1,"952","7",58115.777344,35.931587,1009.904968,41.762981
"39",1,"952","8",60894.386719,36.072346,1009.910828,41.398415
"40",1,"952","9",61820.816406,36.182941,1009.90094,41.103348
"41",1,"960","0",2256127.75,35.529419,1009.946289,40.91148
"42",1,"960","1",847331.375,34.669792,1009.902161,41.624428
"43",1,"960","2",114746.75,34.94125,1009.851379,41.783733
"44",1,"960","3",81867.601562,35.529419,1009.891541,41.854099
"45",1,"960","4",68139.476562,35.632473,1009.883545,41.715015
"46",1,"960","5",60377.359375,35.695312,1009.899963,41.492569
"47",1,"960","6",34820.457031,35.856178,1009.910583,41.499653
"48",1,"960","7",58474.1875,36.338783,1009.899597,41.291088
"49",1,"960","8",61112.4375,36.484566,1009.943359,40.915722
"50",1,"960","9",62729.722656,36.582596,1009.92865,40.595634
"51",1,"964","0",2254265.25,35.936611,1009.964417,40.447598
"52",1,"964","1",854223.125,35.061901,1009.921997,41.175854
"53",1,"964","2",114901.257812,35.330849,1009.910706,41.280064
"54",1,"964","3",82024.992188,35.926556,1009.93042,41.393135
"55",1,"964","4",68139.476562,36.012016,1009.930603,41.240101
"56",1,"964","5",60292.039062,36.07737,1009.93335,41.066677
"57",1,"964","6",34735.414062,36.228184,1009.907776,41.090591
"58",1,"964","7",58999.769531,36.723354,1009.916443,40.841404
"59",1,"964","8",62000.484375,36.859089,1009.936523,40.50769
"60",1,"964","9",63241.105469,36.972198,1009.94458,40.165825
"61",1,"972","0",2292109.75,36.316158,1010.019836,40.023239
"62",1,"972","1",858520.25,35.423851,1009.941101,40.754536
"63",1,"972","2",116073.453125,35.690285,1009.888184,40.852089
"64",1,"972","3",82821.09375,36.296051,1009.955139,40.977898
"65",1,"972","4",68522.484375,36.378998,1009.95636,40.782585
"66",1,"972","5",60937.871094,36.444351,1009.955383,40.615517
"67",1,"972","6",35164.835938,36.590137,1009.928589,40.620625
"68",1,"972","7",59827.0625,37.085312,1009.977112,40.389736
"69",1,"972","8",62454.257812,37.213505,1009.933411,40.04974
"70",1,"972","9",63904.144531,37.311531,1009.916565,39.754795
"71",1,"976","0",2477169.75,36.884224,1009.98645,39.633255
"72",1,"976","1",849968.875,35.755638,1009.961548,40.37236
"73",1,"976","2",116073.453125,36.029613,1009.936401,40.434422
"74",1,"976","3",83306.21875,36.630352,1009.969482,40.547031
"75",1,"976","4",69301.570312,36.710789,1009.938354,40.393906
"76",1,"976","5",60677.886719,36.7686,1009.954956,40.190125
"77",1,"976","6",35339.589844,36.924442,1009.914124,40.220383
"78",1,"976","7",59995.3125,37.414589,1009.907715,40.163513
"79",1,"976","8",63194.273438,37.537758,1009.912292,39.637035
"80",1,"976","9",64144.324219,37.653381,1009.94519,39.320652
"81",1,"984","0",2327272.75,36.99231,1010.009216,39.083122
"82",1,"984","1",863406.4375,36.094963,1009.981384,39.943569
"83",1,"984","2",117189.289062,36.356377,1009.945923,40.027916
"84",1,"984","3",83224.96875,36.957119,1009.97998,40.164062
"85",1,"984","4",69133.132812,37.050121,1009.992249,39.988594
"86",1,"984","5",60764.300781,37.095364,1009.98468,39.825703
"87",1,"984","6",35545.683594,37.251209,1009.925964,39.807808
"88",1,"984","7",60420.109375,37.743874,1009.961914,39.60696
