"","sensorId","cycle_id","cycle_step_id","resistancy_of_sensor","temperature","pressure","relative_humidity"
"1","9","654","0",59510556,38.037964,992.106995,29.523203
"2","9","654","1",15872124,37.085312,992.061523,29.960474
"3","9","654","2",913062.875,37.354263,992.019287,29.962639
"4","9","654","3",660645.1875,37.944958,992.099365,30.017147
"5","9","654","4",550833.8125,38.015343,992.091858,29.842785
"6","9","654","5",476944.5625,38.063099,992.065613,29.722942
"7","9","654","6",140659.34375,38.228996,992.076599,29.7043
"8","9","654","7",320400.5,38.701561,992.091248,29.521826
"9","9","654","8",363378.28125,38.822212,992.112488,29.273367
"10","9","654","9",397284.1875,38.907677,992.098633,29.022022
"11","9","662","0",71487320,38.239052,992.140503,28.916811
"12","9","662","1",16799794,37.231098,992.074585,29.42168
"13","9","662","2",963991.5,37.505081,992.034851,29.435272
"14","9","662","3",689330.1875,38.093262,992.068115,29.612841
"15","9","662","4",571588.0625,38.181236,992.085083,29.496813
"16","9","662","5",493137.5,38.251621,992.088013,29.379236
"17","9","662","6",149271.140625,38.422546,992.083801,29.372255
"18","9","662","7",345013.46875,38.922756,992.103394,29.192337
"19","9","662","8",397284.1875,39.038383,992.104065,28.91003
"20","9","662","9",424984.4375,39.13139,992.07196,28.614876
"21","9","666","0",76426824,38.460251,992.112427,28.487772
"22","9","666","1",17598282,37.53524,992.065308,29.010866
"23","9","666","2",990568.3125,37.806709,992.04248,29.080173
"24","9","666","3",702091.1875,38.430088,992.088806,29.15892
"25","9","666","4",584308.125,38.500465,992.102295,29.019016
"26","9","666","5",501101.0625,38.555767,992.102295,28.872225
"27","9","666","6",154542.703125,38.714127,992.079529,28.897697
"28","9","666","7",356918.78125,39.201771,992.080078,29.104979
"29","9","666","8",412903.21875,39.340019,992.09198,28.442636
"30","9","666","9",438637.8125,39.425484,992.086792,28.214705
"31","9","674","0",68840336,38.543201,992.105286,28.04748
"32","9","674","1",16153808,37.824306,992.093628,28.621777
"33","9","674","2",930486.125,38.088234,992.060059,28.690084
"34","9","674","3",669062.375,38.683964,992.078979,28.765762
"35","9","674","4",549061.6875,38.749317,992.091553,28.631258
"36","9","674","5",479962.5,38.789536,992.092102,28.489
"37","9","674","6",152608.046875,38.950409,992.090942,28.492096
"38","9","674","7",364542.53125,39.410404,992.082092,28.336704
"39","9","674","8",420793.09375,39.526031,992.064819,28.105944
